# Data from GeoNames.org (https://www.geonames.org), licensed CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/). Places with population 15,000 or more; converted by php artisan platform:convert-geonames.
# Countries: AE, AR, AU, BR, CA, DE, ES, FR, GB, IE, IN, IT, JP, KE, MX, NG, NL, NZ, PL, PT, SE, SG, US, ZA · rows: 18585 · generated 2026-09-26
country_iso2,country_name,state_name,state_code,city_name,latitude,longitude,timezone,dial_code
AE,"United Arab Emirates","Abu Dhabi",,"Abu Dhabi",24.45118,54.39696,Asia/Dubai,+971
AE,"United Arab Emirates","Abu Dhabi",,"Al Ain City",24.19167,55.76056,Asia/Dubai,+971
AE,"United Arab Emirates","Abu Dhabi",,"Al Shamkhah City",24.39268,54.70779,Asia/Dubai,+971
AE,"United Arab Emirates","Abu Dhabi",,"Ar Ruways",24.11028,52.73056,Asia/Dubai,+971
AE,"United Arab Emirates","Abu Dhabi",,"Bani Yas City",24.30978,54.62944,Asia/Dubai,+971
AE,"United Arab Emirates","Abu Dhabi",,"Khalifah A City",24.42588,54.605,Asia/Dubai,+971
AE,"United Arab Emirates","Abu Dhabi",,"Mohammed Bin Zayed City",24.34794,54.55368,Asia/Dubai,+971
AE,"United Arab Emirates","Abu Dhabi",,Musaffah,24.35893,54.48267,Asia/Dubai,+971
AE,"United Arab Emirates","Abu Dhabi",,"Zayed City",23.65416,53.70522,Asia/Dubai,+971
AE,"United Arab Emirates",Ajman,,Ajman,25.40177,55.47878,Asia/Dubai,+971
AE,"United Arab Emirates",Ajman,,"Al Jurf",25.41814,55.50791,Asia/Dubai,+971
AE,"United Arab Emirates",Ajman,,"Al Ḩamīdīyah",25.40001,55.52925,Asia/Dubai,+971
AE,"United Arab Emirates",Ajman,,"Ar Rumaylah",25.40338,55.4334,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Abū Hayl",25.28413,55.33153,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Bada'a",25.22462,55.26888,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Furjan",25.02651,55.14565,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Karama",25.24004,55.30106,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Mizhar First",25.24805,55.44128,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Murar al Qadīm",25.27576,55.30738,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Muteena",25.27375,55.32265,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Qusais 1",25.27925,55.36995,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Safa",25.17047,55.23336,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Waheda",25.29173,55.33822,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Warqaa",25.19272,55.42013,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Al Wasl",25.19881,55.25565,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Ar Rāshidīyah",25.22499,55.38947,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"As Saţwah",25.22192,55.27459,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Bur Dubai",25.26038,55.29891,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Business Bay",25.18544,55.26969,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,Dayrah,25.27143,55.30207,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,Dubai,25.07725,55.30927,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Dubai Festival City",25.22177,55.35733,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Dubai International Financial Centre",25.2106,55.27787,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Dubai Internet City",25.09538,55.16171,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Dubai Investments Park",25.00827,55.15682,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Dubai Marina",25.08525,55.14646,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Dubai Silicon Oasis",25.11985,55.38718,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Hawr al ‘Anz",25.27744,55.33675,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"International City",25.16383,55.40987,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Jebel Ali",25.00255,55.10811,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,Jumayrā,25.20795,55.24969,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,Lahbab,25.03763,55.59135,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,Mankhūl,25.24612,55.29222,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,Mirdif,25.22443,55.41412,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,Nāyf,25.27139,55.30323,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"The Palm Jumeirah",25.11607,55.13506,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,"Umm Suqaym",25.15491,55.21015,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,Warīsān,25.16744,55.40708,Asia/Dubai,+971
AE,"United Arab Emirates",Dubai,,Ḩattā,24.80073,56.12726,Asia/Dubai,+971
AE,"United Arab Emirates",Fujairah,,"Dibba Al-Fujairah",25.59246,56.26176,Asia/Dubai,+971
AE,"United Arab Emirates",Fujairah,,"Dibba Al-Hisn",25.61955,56.27291,Asia/Dubai,+971
AE,"United Arab Emirates",Fujairah,,Fujairah,25.11641,56.34141,Asia/Dubai,+971
AE,"United Arab Emirates",Fujairah,,"Reef Al Fujairah City",25.14479,56.24764,Asia/Dubai,+971
AE,"United Arab Emirates",Fujairah,,"Ţarīf Kalbā",25.0695,56.33115,Asia/Dubai,+971
AE,"United Arab Emirates","Ras Al Khaimah",,"Ras Al Khaimah",25.78953,55.9432,Asia/Dubai,+971
AE,"United Arab Emirates",Sharjah,,"Adh Dhayd",25.28812,55.88157,Asia/Dubai,+971
AE,"United Arab Emirates",Sharjah,,"Al Majaz",25.32354,55.38774,Asia/Dubai,+971
AE,"United Arab Emirates",Sharjah,,"Al Sajaah",25.31532,55.63211,Asia/Dubai,+971
AE,"United Arab Emirates",Sharjah,,Halwan,25.34586,55.42165,Asia/Dubai,+971
AE,"United Arab Emirates",Sharjah,,Kalbā,25.0513,56.35422,Asia/Dubai,+971
AE,"United Arab Emirates",Sharjah,,"Khawr Fakkān",25.33132,56.34199,Asia/Dubai,+971
AE,"United Arab Emirates",Sharjah,,Sharjah,25.3342,55.41221,Asia/Dubai,+971
AE,"United Arab Emirates","Umm Al Quwain",,"Umm Al Quwain City",25.56473,55.55517,Asia/Dubai,+971
AR,Argentina,"Buenos Aires",,Adrogué,-34.80041,-58.38384,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Arrecifes,-34.06306,-60.10261,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Avellaneda,-34.66018,-58.36744,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Ayacucho,-37.15276,-58.48838,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Azul,-36.77803,-59.85848,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Bahía Blanca",-38.7176,-62.26545,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Balcarce,-37.84638,-58.25549,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Banfield,-34.74563,-58.39365,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Baradero,-33.81199,-59.50467,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Bella Vista",-34.5651,-58.69034,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Benito Juárez",-37.67188,-59.80653,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Berazategui,-34.76531,-58.21278,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Berisso,-34.8715,-57.88328,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Bragado,-35.11557,-60.48965,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Burzaco,-34.82584,-58.39502,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Campana,-34.16327,-58.95919,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Carlos Casares",-35.62247,-61.3655,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Carmen de Areco",-34.3766,-59.82272,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Carmen de Patagones",-40.80255,-62.98349,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Castelar,-34.65142,-58.64074,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Cañuelas,-35.05379,-58.76205,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Chacabuco,-34.64203,-60.47124,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Chascomús,-35.57681,-58.01215,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Chivilcoy,-34.8969,-60.01909,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Colón,-33.89713,-61.09942,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Coronel Brandsen",-35.16799,-58.23742,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Coronel Pringles",-37.98567,-61.3504,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Coronel Suárez",-37.45859,-61.93294,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Dolores,-36.31539,-57.67546,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Don Torcuato",-34.49459,-58.62729,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"El Palomar",-34.61771,-58.60153,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Ensenada,-34.86074,-57.91238,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Ezeiza,-34.8544,-58.52474,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"General Belgrano",-35.76842,-58.49444,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"General Juan Madariaga",-37.00196,-57.13584,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"General Pacheco",-34.45256,-58.64312,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"General Villegas",-35.03264,-63.01484,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Haedo,-34.64239,-58.59212,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Hurlingham,-34.5904,-58.62904,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Ingeniero Pablo Nogués",-34.47775,-58.70652,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Isidro Casanova",-34.7,-58.58745,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"José C. Paz",-34.51541,-58.76813,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Junín,-34.59391,-60.94644,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"La Plata",-34.92126,-57.95442,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"La Unión",-34.87558,-58.54192,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Laferrere,-34.75049,-58.58464,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Lanús,-34.70757,-58.39132,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Las Flores",-36.01427,-59.09986,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Lincoln,-34.86819,-61.52929,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Lobos,-35.18537,-59.09788,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Lomas de Zamora",-34.7574,-58.40279,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Los Polvorines",-34.50316,-58.70596,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Los Toldos",-34.99997,-61.03874,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Luján,-34.5664,-59.11478,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Magdalena,-35.07997,-57.51368,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Mar de Ajó",-36.72881,-56.68265,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Mar del Plata",-38.00042,-57.5562,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Mar del Tuyú",-36.57429,-56.6939,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Mercedes,-34.65072,-59.43143,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Merlo,-34.66536,-58.72744,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Miramar,-38.27161,-57.8389,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Monte Chingolo",-34.7296,-58.35421,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Moreno,-34.63401,-58.79138,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Morón,-34.65118,-58.62205,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Muñiz,-34.55622,-58.70739,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Navarro,-35.00587,-59.27828,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Necochea,-38.5545,-58.73961,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Nueve de Julio",-35.44394,-60.88463,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Olavarría,-36.89384,-60.32319,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Pehuajó,-35.81081,-61.89897,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Pergamino,-33.89101,-60.57462,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Pigüé,-37.60255,-62.40836,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Pilar,-34.45867,-58.91398,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Pinamar,-37.11108,-56.86523,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Pontevedra,-34.74947,-58.70158,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Punta Alta",-38.8805,-62.07503,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Quilmes,-34.72065,-58.25454,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Ramallo,-33.48508,-60.00629,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Remedios de Escalada de San Martín",-34.72589,-58.39663,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Rojas,-34.19774,-60.7337,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Saladillo,-35.63884,-59.77938,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Salto,-34.29175,-60.2545,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Antonio de Areco",-34.25083,-59.46944,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Antonio de Padua",-34.66267,-58.69819,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Carlos de Bolívar",-36.23071,-61.1157,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Isidro",-34.46971,-58.52111,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Justo",-34.68107,-58.56379,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Miguel",-34.54335,-58.71229,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Miguel del Monte",-35.43922,-58.80741,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Nicolás de los Arroyos",-33.33425,-60.2108,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Pedro",-33.67918,-59.66633,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"San Vicente",-35.0249,-58.42409,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Santa Clara del Mar",-37.83438,-57.50749,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Santa Teresita",-36.54059,-56.69294,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Santos Lugares",-34.60306,-58.54074,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Sarandí,-34.68161,-58.34639,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Tandil,-37.3287,-59.1369,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Tigre,-34.42603,-58.57962,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Tortuguitas,-34.47513,-58.75367,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Trenque Lauquen",-35.97334,-62.73275,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Tres Arroyos",-38.37694,-60.27563,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Tristán Suárez",-34.88982,-58.56761,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Valentín Alsina",-34.67137,-58.40904,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Veinticinco de Mayo",-35.43247,-60.17156,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Villa Gesell",-37.26394,-56.97304,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Villa Sarmiento",-34.63364,-58.57047,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,"Villa de Mayo",-34.5108,-58.68059,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires",,Zárate,-34.09584,-59.02423,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,Balvanera,-34.61032,-58.39766,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,Barracas,-34.64966,-58.38341,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,Belgrano,-34.5627,-58.45829,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,Boedo,-34.63333,-58.41667,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,"Buenos Aires",-34.61315,-58.37723,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,Colegiales,-34.57365,-58.44924,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,Palermo,-34.58856,-58.43053,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,Retiro,-34.58333,-58.38333,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,"Villa Lugano",-34.67907,-58.47263,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,"Villa Ortúzar",-34.57973,-58.46829,America/Argentina/Buenos_Aires,+54
AR,Argentina,"Buenos Aires F.D.",,"Villa Santa Rita",-34.61082,-58.481,America/Argentina/Buenos_Aires,+54
AR,Argentina,Catamarca,,Belén,-27.64953,-67.02632,America/Argentina/Catamarca,+54
AR,Argentina,Catamarca,,Catamarca,-28.46957,-65.78524,America/Argentina/Catamarca,+54
AR,Argentina,Catamarca,,"San Isidro",-28.45775,-65.72498,America/Argentina/Catamarca,+54
AR,Argentina,Catamarca,,"Santa María",-26.69456,-66.04805,America/Argentina/Catamarca,+54
AR,Argentina,Chaco,,Barranqueras,-27.48132,-58.93925,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,Charata,-27.21787,-61.18738,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,Fontana,-27.42039,-59.03731,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,"General José de San Martín",-26.53643,-59.34138,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,"General Pinedo",-27.32534,-61.28101,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,"Juan José Castelli",-25.9466,-60.62008,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,"Las Breñas",-27.08819,-61.08217,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,Machagai,-26.92617,-60.04852,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,"Presidencia Roque Sáenz Peña",-26.79095,-60.44132,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,Quitilipi,-26.8708,-60.21537,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,Resistencia,-27.46363,-58.98665,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,"Tres Isletas",-26.34067,-60.43207,America/Argentina/Cordoba,+54
AR,Argentina,Chaco,,"Villa Ángela",-27.57679,-60.71114,America/Argentina/Cordoba,+54
AR,Argentina,Chubut,,"Comodoro Rivadavia",-45.86256,-67.494,America/Argentina/Catamarca,+54
AR,Argentina,Chubut,,Esquel,-42.91147,-71.31947,America/Argentina/Catamarca,+54
AR,Argentina,Chubut,,"Puerto Madryn",-42.76848,-65.03827,America/Argentina/Catamarca,+54
AR,Argentina,Chubut,,Rawson,-43.30031,-65.10564,America/Argentina/Catamarca,+54
AR,Argentina,Chubut,,Trelew,-43.24895,-65.30505,America/Argentina/Catamarca,+54
AR,Argentina,Cordoba,,"Alta Gracia",-31.64978,-64.42972,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,Arroyito,-31.41917,-63.05084,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Bell Ville",-32.63021,-62.68883,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Colonia Caroya",-31.02202,-64.06172,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,Cosquín,-31.24525,-64.46574,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Cruz del Eje",-30.72644,-64.80387,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,Córdoba,-31.40648,-64.18853,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Deán Funes",-30.42498,-64.35274,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,Embalse,-32.20681,-64.40064,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Jesús María",-30.98153,-64.09424,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"La Calera",-31.34582,-64.33849,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"La Falda",-31.09321,-64.48448,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,Laboulaye,-34.12688,-63.39083,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Las Varillas",-31.8704,-62.71968,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Marcos Juárez",-32.6978,-62.10672,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,Morteros,-30.71066,-62.00714,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,Pilar,-31.68129,-63.8824,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Río Ceballos",-31.1697,-64.3175,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Río Cuarto",-33.13044,-64.35272,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Río Segundo",-31.6501,-63.91165,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Río Tercero",-32.17675,-64.11295,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"San Francisco",-31.42497,-62.08404,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,Unquillo,-31.23717,-64.31176,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Villa Allende",-31.29368,-64.2977,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Villa Carlos Paz",-31.4183,-64.49008,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Villa Dolores",-31.94504,-65.19025,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Villa María",-32.40751,-63.24016,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Villa Nueva",-32.43289,-63.24811,America/Argentina/Cordoba,+54
AR,Argentina,Cordoba,,"Villa del Rosario",-31.55416,-63.53562,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,Corrientes,-27.46784,-58.8344,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,"Curuzú Cuatiá",-29.79145,-58.0499,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,Esquina,-30.01476,-59.5289,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,"Gobernador Virasora",-28.05,-56.03333,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,Goya,-29.13995,-59.26343,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,Ituzaingó,-27.58504,-56.68707,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,Mercedes,-29.18416,-58.07519,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,"Monte Caseros",-30.2518,-57.63537,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,"Paso de los Libres",-29.71251,-57.08771,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,Saladas,-28.25504,-58.62386,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,"San Lorenzo",-28.13442,-58.76685,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,"San Luis del Palmar",-27.50766,-58.55625,America/Argentina/Cordoba,+54
AR,Argentina,Corrientes,,"Santo Tomé",-28.55104,-56.04125,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,Chajarí,-30.75482,-57.98196,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,Colón,-32.22312,-58.14426,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,"Concepción del Uruguay",-32.48463,-58.23217,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,Concordia,-31.39195,-58.01706,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,Crespo,-32.03077,-60.30619,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,Diamante,-32.0671,-60.64267,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,Federal,-30.95619,-58.7797,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,Gualeguay,-33.14091,-59.31257,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,Gualeguaychú,-33.00777,-58.51836,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,"La Paz",-30.74179,-59.64517,America/Argentina/Cordoba,+54
AR,Argentina,"Entre Rios",,Nogoyá,-32.39375,-59.78955,America/Argentina/Cordoba,+54
